LOCCODE,TYPE,BOROUGH,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,PREK_SEATS,3K_SEATS,EL_SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,SEMS_CODE,BUTTON_TYPE,START_TIME,EARLY_DROP,LATE_PICKUP,ENHANCED_LANG,FLEX_SCHED,SPED_FLG,INCOME_FLG,SPECIAL_PRIOR,DYNAMIC
09X443,DOE,X,The Family School,,718-538-3266,1116 SHERIDAN AVENUE,10456,1,18,15,,1006991,242302,mmatos9@schools.nyc.gov,DOE,3,3,09X443,info,8:00:00 AM,0,0,0,0,0,0,,
09X449,DOE,X,Grant Avenue Elementary School,,718-681-6288,250 East 164 Street,10456,1,36,,,1007083,241086,KErat@schools.nyc.gov,https://grantavenueschool.com,2,3,09X449,info,8:00:00 AM,,1,0,0,0,0,,
09X457,DOE,X,Sheridan Academy for Young Leaders,,718-538-3411,1116 SHERIDAN AVENUE,10456,1,36,15,,1007073,242362,LFebus@schools.nyc.gov,,5,9,09X457,info,,,,0,0,0,0,,
09X555,DOE,X,Mount Eden Children's Academy,,718-294-8155,1501 JEROME AVENUE,10452,1,54,,,1007400,246313,Jradoslovich@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x555,2,3,09X555,info,8:00:00 AM,1,,0,0,0,0,,
09XAAX,NYCEEC,X,Christ the King School,,718-538-5959,1345 Grand Concourse,10452,1,90,,,1007665,244411,ctk_iuso@hotmail.com,https://christthekingbronx.org,5,3,09XAAX,info,8:00:00 AM,,1,0,0,0,0,,
09XACX,NYCEEC,X,St. Angela Merici School,,718-293-3365,266 East 163 Street,10451,1,90,30,,1006885,240691,srosa@saintangelamericischool.org,https://saintangelamericischool.org/,3,3,09XACX,info,8:00:00 AM,0,0,0,0,0,0,,1
09XAGC,NYCEEC,X,Highbridge Advisory Council Early Childhood Center #1,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",718-299-3917,1594 Townsend Avenue,10452,1,49,44,44,1008211,246880,DWashington@hacfs.com,https://hacfs.org,5,7,09XAGC,info,8:30:00 AM,1,1,0,0,0,1,,
09XAHA,NYCEEC,X,Ready Set Learn,,718-484-8777,3480 Third Avenue,10456,1,72,,,1010267,241697,kelleycandice14@gmail.com,https://rslcc.com,3,7,09XAHA,info,9:00:00 AM,0,0,0,0,0,0,,1
09XAHD,NYCEEC,X,Mid Bronx CCRP ECC 4,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",347-498-1097,1020 Summit Avenue,10452,1,30,38,38,1003706,243050,ogdendc@midbronx.org,https://midbronx.org,3,6,09XAHD,info,,,,0,0,0,1,,1
09XAHO,NYCEEC,X,1332 Fulton Ave DCC,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",718-378-1330,1332 Fulton Avenue,10456,1,36,55,55,1011201,242786,fulton1332jayem@outlook.com,1332fultondcc.com,3,3,09XAHO,info,8:30:00 AM,1,1,0,0,0,1,,
09XAIM,NYCEEC,X,Highbridge Advisory Council Early Childhood Center #3,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",718-293-9196,1399 Ogden Avenue,10452,1,29,18,18,1005135,246172,souting@hacfs.com,www.hacfs.com,3,6,09XAIM,info,8:00:00 AM,0,1,0,0,0,1,,
09XAIN,NYCEEC,X,Highbridge Advisory Council DCC (Nelson Avenue),"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",718-681-5216,1181 Nelson Avenue,10452,1,86,15,30,1004754,244325,rduka@hacfs.com,https://hacfs.org,7,7,09XAIN,info,8:15:00 AM,,,0,0,0,1,,1
09XAIQ,NYCEEC,X,Richard H. Mangum Early Learning Center,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",718-590-0673,383 East 162 Street,10451,1,18,23,23,1008089,239884,LGodoy@hacfs.com,www.schools.nyc.gov,3,3,09XAIQ,info,8:00:00 AM,0,1,0,0,0,1,,
09XAJJ,NYCEEC,X,Sharon Baptist - Center II,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-299-6500,279 East Burnside Avenue,10457,1,54,51,51,1011451,249405,ecollazo70@yahoo.com,https://sharonbaptistheadstart.org,3,1,09XAJJ,info,,1,1,0,0,0,1,,1
09XAKH,NYCEEC,X,Labor Bathgate Community CCC,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-583-3850,1638 Anthony Avenue,10457,1,30,29,29,1010601,246201,laborbathgate@yahoo.com,,3,3,09XAKH,info,8:30:00 AM,1,1,0,0,0,1,,1
09XALB,NYCEEC,X,WHEDco Early Childhood Discovery Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-839-1174,50 East 168 Street,10452,1,96,16,16,1006644,244022,svasconcelos@whedco.org,https://whedco.org,3,3,09XALB,info,,,,0,0,0,1,,1
09XALW,NYCEEC,X,Sharon Baptist - Center I,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-585-5876,507 East 165 Street,10456,1,68,58,58,1009672,240510,afeliciaono237@yahoo.com,https://sharonbaptistheadstart.org,3,1,09XALW,info,8:00:00 AM,,,0,0,0,1,,1
09XALZ,NYCEEC,X,Mid Bronx Senior Citizen Center,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",718-684-4790,100 East Mount Eden Avenue,10452,1,115,80,80,1008365,246524,campbell.stephanie13@yahoo.com,,2,6,09XALZ,info,8:00:00 AM,,,0,0,0,1,,1
09XAMI,NYCEEC,X,Aleene Logan Day Care,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-293-1530,1450 Webster Avenue,10456,1,20,24,24,1010244,244483,ajones@claremontcenter.org,,3,3,09XAMI,info,,,,0,0,0,1,,
09XANT,NYCEEC,X,Louis A. Fickling Child Development Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-588-1000,1240 Webster Avenue,10456,1,20,20,20,1009415,242608,ajones@claremontcenter.org,https://claremontcenter.org,3,7,09XANT,info,8:00:00 AM,,,0,1,0,1,,
09XANU,NYCEEC,X,HELP II,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-583-0174,285 East 171 Street,10457,1,20,17,17,1009073,244994,sphoenix@helpusa.org,,3,7,09XANU,info,8:30:00 AM,1,1,0,0,0,1,,
09XANV,NYCEEC,X,Highbridge Advisory Council Doris East Stone Day Care,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-681-5888,1165 University Avenue,10452,1,29,26,26,1003919,244672,afrancis@hacfs.com,https://hacfs.org,3,7,09XANV,info,8:00:00 AM,,,0,0,0,1,,1
09XANW,NYCEEC,X,Highbridge Advisory Council Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-992-1321,880 River Avenue,10452,1,52,26,26,1004909,241051,hacceo1@aol.com,https://hacfamilyservices.org/,3,2,09XANW,info,,,,0,0,0,1,,1
09XANZ,NYCEEC,X,Walton (Center #5),<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-215-2220,1871 Walton Avenue,10453,1,76,35,35,1009205,248531,gmercado@lapen.com,N/A,3,3,09XANZ,info,8:30:00 AM,0,0,0,0,0,1,,1
09XAOA,NYCEEC,X,Promesa Multi-Cultural DCC II,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,347-649-3266,300 East 175 Street,10457,1,74,46,46,1010673,247693,lortega@promesa.org,,5,6,09XAOA,info,8:30:00 AM,0,0,0,0,0,1,,
09XAOD,NYCEEC,X,BronxWorks,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-508-3054,1130 Grand Concourse,10456,1,40,16,16,1006701,242570,oadegoke@bronxworks.org,https://bronxworks.org,3,3,09XAOD,info,8:00:00 AM,,,0,0,0,1,,
09XAOF,NYCEEC,X,Tremont Monterey Day Care Center II,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",718-466-6700,1600 Bathgate Avenue,10457,1,32,27,27,1011650,245000,tmdccsiteii@aol.com,tremontmonterey.gov,5,3,09XAOF,info,9:00:00 AM,1,1,0,0,0,1,,1
09XAOI,NYCEEC,X,Sharon Baptist - Center IV,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-466-1604,1925 Bathgate Avenue,10457,1,47,44,44,1012697,247994,orchidsmjj@aol.com,vendor portal,3,2,09XAOI,info,8:00:00 AM,0,1,0,0,0,1,,1
09XAOK,NYCEEC,X,Seventh Avenue Center for Family Services,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-901-0140,1646 Montgomery Avenue,10453,1,31,20,20,1006412,248497,info@7thavenuecenter.org,,3,6,09XAOK,info,8:00:00 AM,0,0,0,0,0,1,,1
09XAOV,NYCEEC,X,MARC Academy and Family Center,,718-562-3410,55 East 175 Street,10453,1,62,,,1010084,250789,ayork@marcafc.org,www.marcafc.org,5,9,09XAOV,info,,,,0,0,0,1,,1
09XAQZ,NYCEEC,X,Mid Bronx CCRP ECC 1,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-590-7014,1125 Grand Concourse,10452,1,115,126,126,1006307,242701,mvanputten@midbronx.org,https://midbronx.org,3,6,09XAQZ,info,,,,0,0,0,1,,1
09XARC,NYCEEC,X,Fulton (Center #4),<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-215-2020,1717 Fulton Avenue,10457,1,54,56,56,1012465,245969,erose@lapen.com,,3,4,09XARC,info,8:30:00 AM,0,0,0,1,0,1,,1
09XARK,NYCEEC,X,Sacred Heart Head Start,,718-293-2006,95 West 168 Street,10452,1,36,,,1005170,244756,mserrano@cmcs.org,https://cmcs.org,3,3,09XARK,info,8:00:00 AM,0,0,0,0,0,1,,
09XARS,NYCEEC,X,3467 Ready Set Learn,,718-665-1234,3467 Third Avenue,10456,1,72,,,1010160,241649,Encarnacionchristina@gmail.com,,5,9,09XARS,info,9:00:00 AM,1,1,109,0,0,0,,1
09XASB,NYCEEC,X,New Covenant Christian School,,718-328-6072,1181 Boston Road,10456,1,18,15,,1011106,241389,admin@ncchristianschool.org,ncchristianschool.org,2,9,09XASB,info,8:30:00 AM,1,1,0,0,0,0,,1
09XASE,NYCEEC,X,Fort George Universal Pre-K,,212-795-9184,489 Saint Pauls Place,10456,1,36,15,,1010913,243946,AGROSSBARD@FTGEOCENTERHS.ORG,,5,9,09XASE,info,,,,0,0,0,0,,1
09XATC,NYCEEC,X,United Bronx Parents,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",917-259-7442,1332 Fulton Avenue,10456,1,18,39,39,1011231,242773,awhite@promesa.org,,3,8,09XATC,info,8:00:00 AM,0,1,0,0,0,1,,1
09XAUH,NYCEEC,X,LA PENINSULA 175 Street,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-215-8751,499 EAST 175 STREET,10457,1,34,68,68,1012307,247051,rsutton@lapen.com,,5,9,09XAUH,info,,,,0,0,0,1,,1
09XAUU,NYCEEC,X,"MY LITTLE LEARNERS,LLC",,718-935-2009,1460 MACOMBS ROAD,10452,1,6,6,,1007082,245973,,,5,9,09XAUU,info,,,,0,0,0,0,,
09XAUZ,NYCEEC,X,BronxWorks,,347-590-8955,1472 Montgomery Avenue,10453,1,36,15,,1006112,248011,tomokpo@bronxworks.org,www.bronxworks.org,3,6,09XAUZ,info,8:00:00 AM,1,1,0,0,0,0,,1
09XAVE,NYCEEC,X,M & M Preparatory Inc.,,646-893-8380,1027 Walton Avenue,10452,1,0,12,,1005828,241946,TiffanyBFLC@gmail.com,http://www.BFLCkids.com,5,9,09XAVF,info,,,,0,0,0,0,,
09XAVF,NYCEEC,X,MY FIRST STEP ENRICHMENT PROGRAM 2 INC,,646-893-8380,1323 CLINTON AVENUE,10456,1,0,12,,1011840,242400,VilelaBFLC@gmail.com,http://www.BFLCkids.com,5,9,09XAVE,info,,,,0,0,0,0,,
09XAWX,NYCEEC,X,Fabiana Day Care Academy Universal Pre-K,,718-588-4545,937 Teller Avenue,10451,1,13,11,,1007579,240281,rebonano@gmail.com,,5,9,09XAWX,info,,,,0,0,0,0,,
09XAYV,NYCEEC,X,Promesa Head Start,,718-741-1951,1650 Undercliff Avenue,10453,1,36,15,,1006054,248879,varies@promesa.org,,5,1,09XAYV,info,8:30:00 AM,0,0,0,0,0,0,,1
09XAZC,NYCEEC,X,Jesus Loves the Little Angels 2,,570-216-6053,1500 Morris Avenue,10457,1,12,,,1009174,245447,imatthew02@hotmail.com,,2,4,09XAZC,info,8:00:00 AM,0,1,0,0,0,0,,
09XBAT,NYCEEC,X,Tender Tots Washington Ave. LLC,,732-987-5252,924 TELLER AVENUE,10451,1,54,,,1007662,240353,info@tendertotsny.com,,5,9,09XBAT,info,,0,0,0,0,0,0,,1
09XBBQ,NYCEEC,X,All Seasons ABC Day Care LLC,,718-410-9200,190 East 162 Street,10451,1,55,25,,1006128,240690,Allseasonsabc@optonline.net,www.allseasonsdaycarebronx.com,3,6,09XBBQ,info,8:00:00 AM,1,1,0,0,0,0,,1
09XBBW,NYCEEC,X,M&M 24 Hour Daycare,,718-924-6531,1027 Walton Avenue,10452,1,12,,,1005806,242085,mmdaycarebx@gmail.com,,5,9,09XBBW,info,,1,1,0,0,0,0,,
09XBJK,NYCEEC,X,"Bumblebeezel Prep, Inc",,718-935-2009,1299 GRAND CONCOURSE,10452,1,6,6,,1007488,244225,,,5,9,09XBJK,info,,,,0,0,0,0,,
09Z066,PKC,X,Garden of Learning and Discovery Pre-K Center at 1434 Ogden Avenue,,718-583-8975,1434 Ogden Avenue,10452,1,90,,,1005417,246614,rbatista@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District9PKC,2,2,09Z066,info,8:50:00 AM,0,0,0,0,0,0,,1
10X003,DOE,X,P.S. 3 Raul Julia Micro Society,,718-584-1899,2100 LAFONTAINE AVENUE,10457,1,36,,,1014171,249042,DBrown55@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x003,2,3,10X003,info,8:00:00 AM,,1,0,0,0,0,,1
10X008,DOE,X,P.S. 8 Isaac Varian,,718-584-3043,3010 BRIGGS AVENUE,10458,1,18,,,1016514,257087,,,5,9,10X008,info,,,,0,0,0,0,,
10X009,DOE,X,P.S. 9 Ryer Avenue Elementary School,,718-584-3291,230 East 183 Street,10458,1,72,,,1012258,251425,JBailey5@schools.nyc.gov,https://ps9online.org,3,1,10X009,info,8:00:00 AM,,,0,0,0,0,,
10X020,DOE,X,"P.S./M.S. 20 P.O.George J. Werdann, III",,718-515-9370,3050 WEBSTER AVENUE,10467,1,18,,,1017702,256118,JRiley3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x020,2,7,10X020,info,8:00:00 AM,,,0,0,0,0,,
10X023,DOE,X,P.S. 23 The New Children's School,,718-584-3992,2151 WASHINGTON AVENUE,10457,1,54,,,1013356,250167,storres3@schools.nyc.gov,www.ps23bronx.org,2,3,10X023,info,8:20:00 AM,0,0,0,0,0,0,,
10X032,DOE,X,P.S. 32 Belmont,,718-584-3645,690 East 183 Street,10458,1,36,,,1015772,249682,rbookman@schools.nyc.gov,https://www.ps32belmont.com,2,9,10X032,info,8:00:00 AM,,,0,0,0,0,,
10X033,DOE,X,P.S. 33 Timothy Dwight,,718-584-3926,2424 JEROME AVENUE,10468,1,54,,,1011575,253227,Lsantos4@schools.nyc.gov,,2,7,10X033,info,8:00:00 AM,0,0,0,0,0,0,,
10X051,DOE,X,P.S. 51 Bronx New School,,718-733-0347,695 EAST 182 STREET,10457,1,36,,,1015560,249327,mhong@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x051,2,1,10X051,info,8:00:00 AM,,,0,0,0,0,,
10X054,DOE,X,P.S./I.S. 54,,718-584-4203,2703 WEBSTER AVENUE,10458,1,54,,,1015291,254403,mferrei@schools.nyc.gov,,2,3,10X054,info,8:00:00 AM,0,0,0,0,0,0,,
10X059,DOE,X,P.S. 59 The Community School of Technology,,718-584-4730,2185 BATHGATE AVENUE,10457,1,54,,,1013708,250098,sbasu@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x059,2,3,10X059,info,8:00:00 AM,,,0,0,0,0,,
10X077,DOE,X,Bedford Park Elementary School,,718-696-6400,3177 Webster Avenue,10467,1,36,,,1018597,257169,bpesx77@gmail.com,,5,9,10X077,info,,,,109,0,0,0,,
10X085,DOE,X,P.S. 85 Great Expectations,,718-584-5275,2400 MARION AVENUE,10458,1,90,,,1013385,252272,amacleo@schools.nyc.gov,www.ps85bronx.org,3,3,10X085,info,8:35:00 AM,0,0,0,0,0,0,,1
10X086,DOE,X,P.S. 86 Kingsbridge Heights,,718-584-5585,2756 RESERVOIR AVENUE,10468,1,36,,,1012385,256185,agarcia16@schools.nyc.gov,,5,9,10X086,info,,,,0,0,0,0,,
10X207,DOE,X,P.S. 207,,718-796-9645,3030 GODWIN TERRACE,10463,1,36,,,1010158,259254,Akravit2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x207,2,1,10X207,info,8:00:00 AM,1,,0,0,0,0,,1
10X209,DOE,X,P.S. 209,,718-364-0085,313 EAST 183 STREET,10458,1,36,,,1012625,251425,AKeegan2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x209,2,7,10X209,info,8:00:00 AM,,,0,0,0,0,,
10X226,DOE,X,P.S. 226,,718-583-5560,1950 SEDGWICK AVENUE,10453,1,36,,,1007450,251055,gdarden@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x226,3,3,10X226,info,8:00:00 AM,,,109,0,0,0,,
10X310,DOE,X,P.S. 310 Marble Hill,,718-796-9434,260 West Kingsbridge Road,10463,1,72,,,1010444,257205,ECardon2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x310,2,3,10X310,info,8:15:00 AM,,,0,0,0,0,,
10X340,DOE,X,P.S. 340,,718-220-1830,25 West 195 Street,10468,1,18,,,1012674,255963,anichol@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x340,2,3,10X340,info,8:10:00 AM,,,0,0,0,0,,
10X344,DOE,X,Ampark Neighborhood,,718-548-3451,3961 Hillman Avenue,10463,1,36,,,1014320,260960,bdurgin@schools.nyc.gov,https://www.amparkneighborhoodschool.org,2,7,10X344,info,8:15:00 AM,1,1,0,0,0,0,,
10X360,DOE,X,P.S. 360,,718-548-1511,2880 KINGSBRIDGE TERRACE,10463,1,54,,,1011283,257987,jtorres60@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x360,2,3,10X360,info,8:00:00 AM,,,0,0,0,0,,
10X386,DOE,X,School for Environmental Citizenship,,718-563-3292,125 East 181 Street,10453,1,72,,,1010935,250846,LFox2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x386,2,3,10X386,info,8:20:00 AM,,,0,0,0,0,,
10X396,DOE,X,P.S. 396,,718-294-0862,1930 ANDREWS AVENUE,10453,1,36,,,1008316,250639,tcostello@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x396,2,3,10X396,info,8:00:00 AM,,,0,0,0,0,,
10XAAH,NYCEEC,X,AMALGAMATED NURSERY SCHOOL,,718-543-8688,3980 Orloff Avenue,10463,1,35,,,1014084,261453,amalgamatedns@gmail.com,www.amalgamatednurseryschool.com,5,4,10XAAH,info,9:00:00 AM,1,1,0,0,0,0,,
10XACM,NYCEEC,X,Our Lady of Mount Carmel,,718-295-6080,2465 Bathgate Avenue,10458,1,100,,,1014990,252015,aguzman@mtcarmelschoolbronx.org,https://mtcarmelschoolbronx.org,3,3,10XACM,info,8:00:00 AM,1,1,0,0,0,0,,1
10XACY,NYCEEC,X,Saint Ann - Our Lady of Mount Carmel Annex,,718-653-2292,260 East 207 Street,10467,1,100,,,1017830,260531,stbrendanschoolbronx@gmail.com,stbrendanschoolbronx.org,2,3,10XACY,info,8:30:00 AM,1,1,0,0,0,0,,1
10XADH,NYCEEC,X,Saint Brendan School,,718-653-2292,268 East 207 Street,10467,1,100,,,1018077,258240,stbrendanschoolbronx@gmail.com,https://stbrendanschoolbronx.org,3,3,10XADH,info,8:15:00 AM,1,1,0,0,0,0,,
10XADP,NYCEEC,X,St. Gabriel School,,718-884-1020,590 WEST 235 STREET,10463,1,40,,,1008741,262055,mlaporte@saintgabrielschoolbronx.org,www.saintgabrielschoolbronx.org,2,3,10XADP,info,8:10:00 AM,0,0,0,0,0,0,,
10XADV,NYCEEC,X,Saint John School,,718-548-0255,3143 Kingsbridge Avenue,10463,1,54,,,1010258,260215,b242@adnyeducation.org,www.stjohnschoolbronx.org,2,3,10XADV,info,7:50:00 AM,1,1,0,0,0,0,,
10XAEB,NYCEEC,X,Saint Margaret of Cortona,,718-549-8580,452 West 260 Street,10471,1,120,,,1011055,270141,tosborn@smcsriverdale.org,smcsriverdale.org,2,3,10XAEB,info,8:00:00 AM,1,1,0,0,0,0,,1
10XAEH,NYCEEC,X,St. Philip Neri School,,718-365-8806,3031 Grand Concourse,10468,1,100,,,1015416,257686,bcapoccia@stphilipneribronx.org,https://school.stphilipneribronx.org/,2,3,10XAEH,info,8:00:00 AM,0,1,0,0,0,0,,
10XAEN,NYCEEC,X,St. Simon Stock,,718-367-0453,2195 Valentine Avenue,10457,1,80,,,1012174,250892,tbraswell@stsimonstockschool.org,www.stsimonstockschool.org,2,3,10XAEN,info,8:00:00 AM,0,1,0,0,0,0,,1
10XAHH,NYCEEC,X,Trabajamos Community Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,917-259-7081,1997 Bathgate Avenue,10457,1,40,,69,1013008,248709,lbtrabajamos_hs@yahoo.com,https://www.trabajamoscommunityheadstart.com,3,3,10XAHH,info,9:30:00 AM,,,0,0,0,1,,
10XAHM,NYCEEC,X,Northeast Bronx Day Care Center (Susan Wagner),,718-601-5401,5401 Post Road,10471,2,18,,,1012413,267701,sewriverdale@gmail.com,,3,7,10XAHM,info,8:00:00 AM,1,1,0,0,0,0,,
10XAID,NYCEEC,X,LSSMNY: Early LIFE Children's Center 1,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,347-297-2900,80 East 181 Street,10453,1,72,,108,1010712,250788,malford@lssny.org,https://http://lssny.org,3,7,10XAID,info,8:30:00 AM,1,1,0,0,0,1,,1
10XAIF,NYCEEC,X,Be Above 52,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-466-7519,1810 Davidson Avenue,10453,1,51,,46,1008628,248837,gmoriah@babove.com,,3,7,10XAIF,info,9:00:00 AM,1,1,0,0,0,1,,
10XAJB,NYCEEC,X,"Concourse House, HDFC",,917-801-2515,2348 Webster Avenue,10458,1,65,,22,1013411,251627,wgelabert@concoursehouse.org,www.concoursehouse.org,3,7,10XAJB,info,8:00:00 AM,0,1,0,0,0,1,,1
10XAKZ,NYCEEC,X,Harry H. Gordon School (NYL),,718-367-5917,2465 Bathgate Avenue,10458,1,8,,,1014939,251939,kgorman@nylel.org,www.nylel.org,2,3,10XAKZ,info,8:15:00 AM,0,0,0,0,1,0,,
10XALJ,NYCEEC,X,"Saint Jemuel Group Family Day Care, Inc.",<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-601-9753,2836 Webb Avenue,10468,1,31,,11,1011744,257263,stjemuel@yahoo.com,https://www.saintjemueldaycare.org,3,6,10XALJ,info,8:30:00 AM,,,0,0,0,1,,
10XALT,NYCEEC,X,Riverdale Nursery School And Family Center,,718-884-3950,3816 Waldo Avenue,10463,1,20,,,1010899,262721,Info@rnsf.org,www.rnsfc.org,7,3,10XALT,info,8:50:00 AM,1,1,0,0,0,0,,
10XALV,NYCEEC,X,Kingsbridge Heights Community Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-690-9466,295 West 231 Street,10463,1,40,,36,1009731,260248,joconnor@khcc-nyc.org,https://http://www.khcc-nyc.org,3,3,10XALV,info,8:00:00 AM,,1,0,0,0,1,,
10XAMB,NYCEEC,X,Trabajamos Community Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,917-962-9720,2167 University Avenue,10453,1,20,,18,1009274,251887,pcordero.trabajamos@gmail.com,,3,6,10XAMB,info,,,,0,0,0,1,,
10XAMQ,NYCEEC,X,Mosholu Montefiore - Van Cortlandt,,718-543-0231,3880 Sedgwick Avenue,10463,2,36,,,1013642,260882,cortilla@mmcc.org,mmcc.org,3,3,10XAMQ,info,8:30:00 AM,1,1,0,0,0,0,,1
10XAOL,NYCEEC,X,St. Nicholas of Tolentine Head Start,,718-364-7608,2331 University Avenue,10468,3,18,,,1010252,253344,msuarez@cmcs.org,https://cmcs.org,3,2,10XAOL,info,8:30:00 AM,0,0,0,0,0,1,,
10XAOM,NYCEEC,X,Belmont Community Day Care Center,,718-584-1576,2340 Cambreleng Avenue,10458,1,100,,37,1016011,250310,bcdaycare@verizon.net,Belmontdaycarecenter.com,2,3,10XAOM,info,8:15:00 AM,0,1,109,0,0,1,,
10XAON,NYCEEC,X,BRENDA'S PLAYSCHOOL,,718-796-5048,3930 Bailey Avenue,10463,1,12,,,1013286,261771,brendacaceres@aol.com,,5,6,10XAON,info,8:30:00 AM,1,1,0,0,0,0,,
10XAOR,NYCEEC,X,Kingsbridge Montessori School,,718-561-8111,2500 Jerome Avenue,10468,1,36,,,1012039,254055,jasmineedu@aol.com,www.RiverdaleKingsbridgeMontessori.com,7,6,10XAOR,info,8:30:00 AM,1,1,0,0,0,0,,
10XAOS,NYCEEC,X,Riverdale Montessori School,,718-543-4884,5705 Mosholu Avenue,10471,1,38,,,1011806,269258,jasmineedu@aol.com,www.RiverdaleKingsbridgeMontessori.com,7,7,10XAOS,info,8:30:00 AM,1,1,0,0,0,0,,1
10XAOT,NYCEEC,X,Kingsbridge Heights Community Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-884-0700,3101 Kingsbridge Terrace,10463,1,38,,28,1011744,259002,joconnor@khcc-nyc.org,https://http://www.khcc-nyc.org,3,3,10XAOT,info,8:00:00 AM,,1,0,0,0,1,,
10XAOU,NYCEEC,X,MARBLE HILL NURSERY SCHOOL,,718-562-7055,5470 Broadway,10463,1,40,,,1009996,258430,marblehill5470@aol.com,https://marblehillnurseryschool.org,7,7,10XAOU,info,9:00:00 AM,1,1,0,0,0,0,,
10XAOW,NYCEEC,X,Mosholu Montefiore Community Center - NORTHSIDE ANNEX,,718-405-0020,3512 Dekalb Avenue,10467,2,20,,,1017452,260836,jcruz@mmcc.org,https://mmcc.org,3,7,10XAOW,info,8:30:00 AM,,1,0,1,0,0,,
